,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Ogrzewanie,Rok budowy,Stan wykończenia,Forma własności,Okna,Czynsz,Dostępne od,Cena
1467,42.35,2,wtórny,blok,2,10,wielka płyta,miejskie,,do zamieszkania,pełna własność,plastikowe,370,2019-04-07,252000.0
1468,26,1,wtórny,,10,10,,,,,,,,,149999.0
1469,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1470,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1471,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
1472,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1473,29.22,1,wtórny,,2,11,,miejskie,,do zamieszkania,spółdzielcze własnościowe,plastikowe,430,,116000.0
1474,45.14,2,pierwotny,blok,2,2,pustak,,,,pełna własność,,,,264069.0
1475,66.88,3,pierwotny,,1,4,,,2018,,,,,,413788.0
1476,45.14,2,pierwotny,blok,1,2,pustak,,,,pełna własność,,,,259555.0
1477,60,2,wtórny,kamienica,1,3,beton,inne,,do zamieszkania,pełna własność,,,,297000.0
1478,49.80,3,pierwotny,apartamentowiec,4,6,,miejskie,2019,,pełna własność,,,,356070.0
1479,30.94,2,pierwotny,apartamentowiec,5,6,,miejskie,2019,,pełna własność,,,,300118.0
1480,56,3,wtórny,kamienica,3,4,cegła,gazowe,2019,do zamieszkania,pełna własność,plastikowe,350,2019-02-22,672000.0
1481,31.85,2,wtórny,kamienica,3,4,cegła,gazowe,2019,do zamieszkania,,plastikowe,300,2019-02-22,382000.0
1482,51,3,wtórny,blok,0,4,pustak,miejskie,2019,do zamieszkania,,plastikowe,350,,355000.0
1483,48.75,3,wtórny,,0,3,,,1970,,pełna własność,,,2019-02-14,295000.0
1484,80,3,wtórny,blok,10,25,,miejskie,,do remontu,spółdzielcze własnościowe,plastikowe,,,399900.0
1485,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1486,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1487,49,3,wtórny,blok,0,4,inne,miejskie,1980,,pełna własność,plastikowe,390,,295000.0
1488,45.80,2,pierwotny,apartamentowiec,10,18,,miejskie,,,pełna własność,,,,317394.0
1489,72.59,4,wtórny,blok,4,10,inne,miejskie,1960,,pełna własność,,,2019-02-01,374000.0
1490,72,4,wtórny,blok,1,3,,,,,spółdzielcze wł. z KW,plastikowe,,,370000.0
1491,51,2,wtórny,apartamentowiec,4,10,pustak,miejskie,2009,do zamieszkania,pełna własność,plastikowe,,,360000.0
1492,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1493,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1494,46,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,259000.0
1495,60,4,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,333900.0
1496,55.57,3,wtórny,blok,0,10,wielka płyta,miejskie,1980,,spółdzielcze wł. z KW,,,2019-07-01,275000.0
1497,63,3,wtórny,blok,3,11,beton,miejskie,1980,do zamieszkania,pełna własność,plastikowe,650,,349000.0
1498,42,2,wtórny,blok,2,6,inne,miejskie,,do wykończenia,,,,,305000.0
1499,124,5,wtórny,,1,3,cegła,,,do zamieszkania,pełna własność,plastikowe,200,,781000.0
1500,47,2,wtórny,blok,2,4,cegła,miejskie,,,spółdzielcze wł. z KW,plastikowe,390,,239000.0
1501,39,2,wtórny,,3,,wielka płyta,miejskie,,do zamieszkania,,plastikowe,,,214000.0
1502,46.38,2,pierwotny,,1,5,,,,,pełna własność,,,,269004.0
1503,95,3,wtórny,blok,2,7,,miejskie,,do remontu,pełna własność,plastikowe,850,,365000.0
1504,48.65,2,wtórny,blok,3,10,wielka płyta,miejskie,1982,do zamieszkania,spółdzielcze wł. z KW,plastikowe,470,2019-02-19,229000.0
1505,136.49,5,pierwotny,apartamentowiec,3,4,,miejskie,,do zamieszkania,pełna własność,plastikowe,,,970000.0
1506,44,2,wtórny,blok,10,11,,miejskie,,do zamieszkania,pełna własność,plastikowe,,,265000.0
1507,60,4,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,333900.0
1508,46,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,259000.0
1509,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1510,63,3,pierwotny,apartamentowiec,,,,miejskie,,,pełna własność,,,,332000.0
1511,50,2,pierwotny,apartamentowiec,1,5,,miejskie,,,pełna własność,,,,283000.0
1512,66.79,2,wtórny,kamienica,1,2,cegła,miejskie,,,pełna własność,,,,299000.0
1513,59,2,wtórny,blok,0,2,cegła,miejskie,,,pełna własność,plastikowe,,,209000.0
1514,48,3,wtórny,blok,3,6,inne,miejskie,2019,do wykończenia,,,,,353000.0
1515,117,4,wtórny,blok,4,4,inne,miejskie,2008,,pełna własność,plastikowe,,,998000.0
1516,36.75,2,pierwotny,apartamentowiec,2,10,,miejskie,,do wykończenia,,plastikowe,,,227850.0
1517,74,3,wtórny,blok,3,3,,,2003,do zamieszkania,pełna własność,plastikowe,480,,500000.0
1518,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
1519,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1520,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1521,83.37,4,wtórny,kamienica,0,2,cegła,gazowe,1950,do wykończenia,pełna własność,plastikowe,,,395000.0
1522,39.65,2,pierwotny,apartamentowiec,3,5,,miejskie,,do wykończenia,,plastikowe,,,271602.0
1523,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1524,41,2,wtórny,kamienica,2,3,cegła,elektryczne,1911,,pełna własność,,,2019-02-26,165000.0
1525,51.99,3,pierwotny,apartamentowiec,0,5,,miejskie,,do wykończenia,,plastikowe,,,340534.0
1526,48.45,2,wtórny,blok,5,8,wielka płyta,miejskie,,,,plastikowe,,,215000.0
1527,60,3,wtórny,,5,13,,miejskie,,,,plastikowe,,,320000.0
1528,56.70,3,wtórny,blok,5,13,beton,miejskie,,do remontu,spółdzielcze własnościowe,plastikowe,440,2019-02-24,280000.0
1529,31,1,wtórny,blok,8,9,,miejskie,,do zamieszkania,pełna własność,plastikowe,440,,185000.0
1530,36.21,2,pierwotny,apartamentowiec,0,8,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,287870.0
1531,51,3,wtórny,blok,5,10,inne,miejskie,2019,do wykończenia,,,,,263484.0
1532,103,4,wtórny,blok,4,4,,miejskie,,,,,450,,479000.0
1533,53.83,3,pierwotny,apartamentowiec,1,8,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,384884.0
1534,72.60,3,wtórny,apartamentowiec,3,3,,miejskie,,do zamieszkania,,plastikowe,480,2019-02-28,339000.0
1535,41.65,2,pierwotny,apartamentowiec,8,8,,miejskie,,do wykończenia,,plastikowe,,,326952.0
1536,75,4,wtórny,blok,6,7,beton,miejskie,1980,do zamieszkania,spółdzielcze własnościowe,plastikowe,550,,285000.0
1537,43,2,wtórny,blok,6,10,beton,miejskie,1977,do zamieszkania,spółdzielcze własnościowe,plastikowe,400,,220000.0
1538,40.66,2,pierwotny,apartamentowiec,6,8,,miejskie,,do wykończenia,,plastikowe,,,325280.0
1539,70,3,wtórny,blok,10,12,beton,miejskie,1979,do zamieszkania,pełna własność,plastikowe,550,,369000.0
1540,46.02,2,pierwotny,apartamentowiec,7,8,,miejskie,,do wykończenia,,plastikowe,,,340548.0
1541,64,3,wtórny,blok,10,10,,miejskie,,do zamieszkania,pełna własność,plastikowe,650,,239000.0
1542,25.50,1,wtórny,blok,10,10,wielka płyta,miejskie,1971,do zamieszkania,,,,,150000.0
1543,72,3,wtórny,,10,18,,,,,spółdzielcze własnościowe,,600,,375000.0
1544,53.70,3,wtórny,blok,2,4,cegła,miejskie,1970,do remontu,spółdzielcze własnościowe,plastikowe,500,,218000.0
1545,80,3,wtórny,kamienica,2,2,,,,do zamieszkania,,,,,569000.0
1546,67,3,wtórny,blok,10,10,wielka płyta,miejskie,,do zamieszkania,,plastikowe,,,338000.0
1547,44,2,wtórny,blok,8,10,wielka płyta,miejskie,1980,do remontu,spółdzielcze własnościowe,plastikowe,300,,250000.0
1548,128,4,wtórny,apartamentowiec,4,4,,miejskie,2009,do zamieszkania,pełna własność,plastikowe,,,1149000.0
1549,47.10,2,wtórny,blok,0,13,,miejskie,,,spółdzielcze własnościowe,plastikowe,,,240000.0
1550,48,2,wtórny,blok,3,4,wielka płyta,miejskie,,do zamieszkania,,plastikowe,400,2019-03-02,227000.0
1551,42.27,2,pierwotny,,0,4,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,280000.0
1552,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1553,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1554,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1555,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
1556,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,600,,699000.0
1557,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
1558,47.80,3,wtórny,blok,3,6,inne,miejskie,2019,do wykończenia,,,,,342056.0
1559,42.27,2,pierwotny,apartamentowiec,2,4,,miejskie,2019,do wykończenia,pełna własność,plastikowe,,,280000.0
1560,74.43,3,wtórny,apartamentowiec,1,2,,,,do zamieszkania,pełna własność,plastikowe,500,,499000.0
1561,48.38,3,wtórny,blok,1,10,pustak,miejskie,,do wykończenia,,,,,256414.0
1562,44,2,wtórny,apartamentowiec,,3,,,2018,,pełna własność,plastikowe,,,349000.0
1563,51.70,2,wtórny,apartamentowiec,1,3,,miejskie,2019,do zamieszkania,pełna własność,plastikowe,,,430000.0
1564,82,3,wtórny,kamienica,3,6,,miejskie,,do zamieszkania,pełna własność,drewniane,,,450000.0
1565,70.88,3,wtórny,blok,2,4,,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,,,299500.0
1566,112.49,3,wtórny,kamienica,3,4,,,,,,,579,,400000.0
1567,70,4,wtórny,blok,4,10,beton,inne,,do zamieszkania,pełna własność,,,,370000.0
1568,73.70,4,wtórny,blok,2,13,,miejskie,1974,,pełna własność,drewniane,527,,335000.0
1569,28.23,1,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,,70,,273831.0
1570,30.94,2,pierwotny,apartamentowiec,5,5,pustak,miejskie,2019,do wykończenia,pełna własność,,80,,300118.0
1571,51,3,wtórny,blok,1,4,pustak,miejskie,2019,do zamieszkania,pełna własność,plastikowe,350,2019-03-05,359000.0
1572,49.87,3,pierwotny,apartamentowiec,1,5,pustak,miejskie,2019,do wykończenia,pełna własność,,130,,356570.0
1573,41.67,2,pierwotny,apartamentowiec,2,4,pustak,miejskie,2019,do wykończenia,pełna własność,,100,,308358.0
1574,96.36,4,wtórny,apartamentowiec,4,4,,,,do wykończenia,pełna własność,,,2018-08-31,616704.0
1575,63.98,3,wtórny,,5,5,wielka płyta,miejskie,,do zamieszkania,spółdzielcze własnościowe,plastikowe,660,,250000.0
1576,95,4,wtórny,apartamentowiec,3,4,,miejskie,2010,do zamieszkania,pełna własność,plastikowe,500,,530000.0
1577,32.81,1,pierwotny,,4,7,,,2021,,pełna własność,,,,338728.0
1578,29.63,1,pierwotny,,7,7,,,2021,,pełna własność,,,,328522.0
1579,40.75,1,pierwotny,,4,7,,,2021,,pełna własność,,,,420825.0
1580,34.11,2,wtórny,apartamentowiec,2,7,,,2020,do wykończenia,,,,,334278.0
1581,49.84,2,pierwotny,,6,7,,,2021,,pełna własność,,,,463672.5
1582,36.93,2,pierwotny,,6,7,,,2021,,pełna własność,,,,404528.0
1583,49.84,2,pierwotny,,5,7,,,2021,,pełna własność,,,,458688.0
1584,35.94,1,pierwotny,,5,7,,,2021,,pełna własność,,,,380648.0
1585,34.46,1,pierwotny,,5,7,,,2021,,pełna własność,,,,370478.0
1586,37.35,1,pierwotny,,5,7,,,2021,,pełna własność,,,,393620.0
1587,55.96,3,pierwotny,,6,7,,,2021,,pełna własność,,,,553640.0
1588,35.59,1,pierwotny,,2,7,,,2021,,pełna własność,,,,375435.0
1589,55.96,3,pierwotny,,5,7,,,2021,,pełna własność,,,,542448.0
1590,49.84,2,pierwotny,,7,7,,,2021,,pełna własność,,,,471148.0
1591,43.72,1,pierwotny,,7,7,,,2021,,pełna własność,,,,458782.0
1592,33.47,1,pierwotny,,3,7,,,2021,,,,,,356250.5
1593,33.47,1,pierwotny,,6,7,,,2021,,pełna własność,,,,366291.5
1594,108,4,wtórny,blok,1,16,,miejskie,,,spółdzielcze własnościowe,,,,550000.0
1595,49,2,wtórny,blok,9,10,,miejskie,,,pełna własność,plastikowe,560,,180000.0
1596,48.50,2,wtórny,blok,3,4,,miejskie,,,pełna własność,,,,228750.0
1597,39,2,wtórny,,3,,,,,,spółdzielcze wł. z KW,,,,214000.0
1598,58.89,3,pierwotny,blok,2,2,pustak,,,,pełna własność,,,,368062.5
1599,77.54,4,pierwotny,blok,2,2,pustak,,,,pełna własność,,,,492379.0
1600,65.64,4,pierwotny,blok,1,2,pustak,,,,pełna własność,,,,397122.0
1601,63,3,wtórny,,8,,,,,,pełna własność,,,,296100.0
1602,39,1,wtórny,kamienica,1,2,cegła,,1910,do zamieszkania,pełna własność,plastikowe,220,,124000.0
1603,74,4,wtórny,blok,1,12,,,1983,,pełna własność,,,,325000.0
1604,52,2,wtórny,apartamentowiec,1,4,,,,do zamieszkania,,,,,370000.0
1605,34.11,1,pierwotny,apartamentowiec,2,7,,miejskie,2021,do wykończenia,pełna własność,aluminiowe,5,,341100.0
1606,36.93,2,pierwotny,apartamentowiec,3,7,,miejskie,2021,do wykończenia,pełna własność,aluminiowe,5,,369300.0
1607,36.93,2,pierwotny,apartamentowiec,4,7,,miejskie,2021,do wykończenia,pełna własność,aluminiowe,5,,369300.0
1608,32.81,1,pierwotny,apartamentowiec,2,7,,miejskie,2021,do wykończenia,pełna własność,aluminiowe,5,,328100.0
1609,88,4,wtórny,,2,4,,,,,pełna własność,,,,495000.0
1610,63,3,wtórny,blok,8,11,,,1980,,,,,,296100.0
1611,93,4,wtórny,,1,2,cegła,gazowe,,,spółdzielcze własnościowe,plastikowe,210,,550000.0
1612,72.50,4,wtórny,blok,1,3,,miejskie,,do zamieszkania,pełna własność,,,,369900.0
1613,39,2,wtórny,blok,3,4,,miejskie,,do zamieszkania,,,,,214000.0
1614,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1615,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1616,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1617,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
1618,135,7,wtórny,,1,4,inne,miejskie,,do remontu,pełna własność,drewniane,,,540000.0
1619,200,8,wtórny,kamienica,3,5,inne,miejskie,1920,do remontu,pełna własność,drewniane,1 000,,699000.0
1620,52,2,wtórny,blok,0,5,inne,miejskie,2019,do wykończenia,,,,,306833.0
1621,104,4,wtórny,,0,,,,,,,,,,380000.0
1622,51,3,wtórny,,2,3,,,,,pełna własność,,,2019-02-13,270000.0
1623,50,3,wtórny,,0,,,,,,pełna własność,,,2019-03-05,231000.0
1624,39.36,2,pierwotny,apartamentowiec,2,8,pustak,miejskie,2019,do wykończenia,pełna własność,,120,,291264.0
1625,91,4,pierwotny,apartamentowiec,3,5,,miejskie,,,pełna własność,plastikowe,,,499500.0
1626,72,3,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,394200.0
1627,46.61,2,pierwotny,,2,5,,miejskie,,,pełna własność,plastikowe,,,258500.0
1628,71,3,wtórny,apartamentowiec,0,8,silikat,miejskie,,do zamieszkania,pełna własność,plastikowe,,,575000.0
1629,51.50,2,pierwotny,apartamentowiec,0,5,,miejskie,,,pełna własność,plastikowe,,,277500.0
1630,58.14,3,pierwotny,apartamentowiec,1,7,,miejskie,2020,do wykończenia,pełna własność,,290,,465000.0
1631,70.70,3,pierwotny,apartamentowiec,7,7,,miejskie,2020,do wykończenia,pełna własność,,350,,636300.0
1632,96.30,4,wtórny,apartamentowiec,0,2,,miejskie,2003,do zamieszkania,spółdzielcze własnościowe,plastikowe,,,660000.0
1633,53.83,3,pierwotny,apartamentowiec,1,8,pustak,miejskie,2019,do wykończenia,pełna własność,,160,,384884.0
1634,40.66,2,pierwotny,apartamentowiec,2,8,,miejskie,2019,,pełna własność,,,,300884.0
1635,55.44,3,pierwotny,apartamentowiec,3,6,inne,miejskie,2020,,pełna własność,,,,498960.0
1636,56,3,wtórny,blok,0,10,beton,inne,,do zamieszkania,pełna własność,plastikowe,,,275000.0
1637,133,2,wtórny,apartamentowiec,4,4,,miejskie,2009,do zamieszkania,,plastikowe,,,899000.0
1638,71,3,wtórny,apartamentowiec,0,3,,,2005,do zamieszkania,,plastikowe,,,700000.0
1639,48.65,2,wtórny,blok,7,8,,miejskie,,,spółdzielcze własnościowe,plastikowe,700,,225000.0
1640,53,3,wtórny,,8,10,inne,miejskie,1975,,spółdzielcze własnościowe,plastikowe,400,,269000.0
1641,54.30,2,wtórny,blok,4,4,,miejskie,1960,,,plastikowe,460,,269000.0
1642,36.93,2,pierwotny,apartamentowiec,2,7,,miejskie,2021,do wykończenia,pełna własność,aluminiowe,5,,369300.0
1643,36.05,2,pierwotny,apartamentowiec,6,10,pustak,miejskie,2019,do wykończenia,pełna własność,,90,,211987.0
1644,46.38,2,pierwotny,apartamentowiec,2,5,,miejskie,2019,do wykończenia,pełna własność,,130,,282918.0
1645,55,3,pierwotny,blok,0,2,pustak,,,,pełna własność,,,,321750.0
1646,45.14,2,pierwotny,blok,0,2,,,,,pełna własność,,,,275354.0
1647,49.02,3,wtórny,,1,2,,,1900,,pełna własność,,,2019-03-11,179900.0
1648,50.47,3,pierwotny,blok,2,10,pustak,miejskie,2018,do wykończenia,pełna własność,,150,,273418.0
1649,59,3,wtórny,blok,0,4,wielka płyta,miejskie,,do wykończenia,,plastikowe,,,249999.0
1650,43,2,wtórny,kamienica,2,2,cegła,inne,,do zamieszkania,pełna własność,plastikowe,,,165000.0
1651,74,4,wtórny,blok,6,10,,miejskie,2002,,pełna własność,plastikowe,,,365000.0
1652,75,4,wtórny,blok,7,8,wielka płyta,miejskie,,do zamieszkania,,plastikowe,,,278999.0
1653,74.60,3,wtórny,,1,2,,,,,,,,,315000.0
1654,33,2,pierwotny,apartamentowiec,6,6,,miejskie,2019,do wykończenia,pełna własność,aluminiowe,150,,355000.0
1655,33,2,pierwotny,apartamentowiec,5,6,,miejskie,2019,do wykończenia,pełna własność,aluminiowe,150,,355000.0
1656,34,2,pierwotny,apartamentowiec,3,6,,miejskie,2019,do wykończenia,pełna własność,aluminiowe,150,,355000.0
1657,34.46,2,pierwotny,apartamentowiec,3,6,,miejskie,2019,do wykończenia,pełna własność,aluminiowe,150,,355000.0
1658,34.11,2,pierwotny,apartamentowiec,3,6,,miejskie,2019,do wykończenia,pełna własność,aluminiowe,150,,355000.0
1659,73.30,3,wtórny,apartamentowiec,1,2,,gazowe,2009,do zamieszkania,pełna własność,drewniane,,,459000.0
1660,43,2,wtórny,blok,1,4,,miejskie,1970,do remontu,,plastikowe,350,,179000.0
1661,50.70,2,wtórny,,10,18,,miejskie,,,,,,,240000.0
1662,62.25,3,wtórny,kamienica,1,2,cegła,miejskie,,,,plastikowe,360,,369000.0
1663,35.80,2,wtórny,blok,8,13,wielka płyta,miejskie,1980,,spółdzielcze własnościowe,,,2019-03-11,207000.0
1664,49,2,wtórny,blok,3,4,,miejskie,,,pełna własność,,,,228900.0
1665,48.65,2,wtórny,blok,7,8,,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,470,,224000.0
1666,62,3,wtórny,,2,,,,,,pełna własność,,,,338000.0
1667,62,2,wtórny,,3,18,,,,,spółdzielcze własnościowe,,650,,290000.0
1668,49.84,3,pierwotny,apartamentowiec,6,7,,miejskie,2021,do wykończenia,pełna własność,,,,413672.0
1669,72.90,3,wtórny,blok,2,4,,miejskie,,do zamieszkania,spółdzielcze wł. z KW,plastikowe,464,,364500.0
1670,103,4,wtórny,blok,4,4,,miejskie,1990,do zamieszkania,pełna własność,plastikowe,450,,479000.0
1671,61.58,3,wtórny,blok,0,4,,inne,,do zamieszkania,pełna własność,,,,299000.0
1672,28.20,1,pierwotny,apartamentowiec,3,6,,miejskie,2019,,pełna własność,,,,273540.0
1673,49.84,2,pierwotny,apartamentowiec,3,6,inne,miejskie,2020,,pełna własność,,,,413672.0
1674,49,3,wtórny,,0,,,,,,pełna własność,,,,295000.0
1675,45.14,2,pierwotny,blok,0,2,pustak,,,,pełna własność,,,,264069.0
1676,45.14,2,pierwotny,blok,0,2,,,,,pełna własność,,,,264069.0
1677,45.14,2,pierwotny,blok,0,2,pustak,,,,pełna własność,,,,255041.0
1678,58.89,3,pierwotny,blok,0,2,pustak,,,,,,,,335673.0
1679,58.89,3,pierwotny,blok,0,2,pustak,,,,pełna własność,,,,344506.5
1680,45.14,2,pierwotny,blok,0,2,,,,,pełna własność,,,,250527.0
1681,45.14,2,pierwotny,blok,0,2,pustak,,,,pełna własność,,,,264069.0
1682,53,2,wtórny,blok,10,18,,miejskie,,,,plastikowe,,,330000.0
1683,52,2,wtórny,,2,2,cegła,kotłownia,,,pełna własność,plastikowe,280,,156000.0
1684,45,3,wtórny,,3,3,,,,,pełna własność,,,2019-03-14,270000.0
1685,70.70,4,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,636300.0
1686,78.81,4,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,693528.0
1687,64,3,pierwotny,apartamentowiec,6,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,627200.0
1688,61.12,3,pierwotny,apartamentowiec,4,4,,miejskie,2019,do wykończenia,pełna własność,,180,,337994.0
1689,56.07,3,pierwotny,apartamentowiec,2,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,493416.0
1690,54.05,3,pierwotny,apartamentowiec,0,6,,miejskie,,do wykończenia,pełna własność,aluminiowe,,,475640.0
1691,71.82,3,pierwotny,apartamentowiec,4,4,,miejskie,2019,do wykończenia,pełna własność,,200,,398601.0
1692,51.81,2,pierwotny,apartamentowiec,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2021-02-01,303088.0
1693,85.01,3,pierwotny,blok,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2021-02-01,497308.0
1694,88.22,4,pierwotny,blok,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2021-02-01,516087.0
1695,47.86,2,pierwotny,blok,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2021-02-01,279981.0
1696,41,2,wtórny,kamienica,1,2,,,,do remontu,pełna własność,plastikowe,200,,149000.0
1697,48,2,wtórny,blok,9,10,,miejskie,1985,do zamieszkania,pełna własność,plastikowe,450,,239000.0
1698,24.75,1,pierwotny,kamienica,2,,cegła,miejskie,2018,,pełna własność,plastikowe,,,213943.23
1699,52.42,2,pierwotny,blok,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2021-02-01,306657.0
1700,53.92,2,pierwotny,blok,1,4,pustak,miejskie,2019,do wykończenia,pełna własność,plastikowe,2.30,2021-02-01,315432.0
1701,20.76,1,pierwotny,kamienica,0,,cegła,miejskie,2018,,pełna własność,plastikowe,,,179455.52
